Turn Count,Attack Count,Switch Count,Average HP,Pokemons,File
14,12,8,22.257556131260795,"{'Weavile': {'base_form': 'Weavile', 'HP': 0}, 'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Melmetal': {'base_form': 'Melmetal', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0.5129533678756477}, 'Corviknight': {'base_form': 'Corviknight', 'HP': 0.8225}}",battle_log_test\pokellmon_vs_bot\opponent_meta\divyansh7877 - battle-gen8ou-170.html
17,13,9,20.369170984455955,"{'Weavile': {'base_form': 'Weavile', 'HP': 0}, 'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Melmetal': {'base_form': 'Melmetal', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0.3471502590673575}, 'Corviknight': {'base_form': 'Corviknight', 'HP': 0.875}}",battle_log_test\pokellmon_vs_bot\opponent_meta\divyansh7877 - battle-gen8ou-171.html
15,10,9,31.26079447322971,"{'Weavile': {'base_form': 'Weavile', 'HP': 0}, 'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Melmetal': {'base_form': 'Melmetal', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0.8756476683937824}, 'Corviknight': {'base_form': 'Corviknight', 'HP': 1}}",battle_log_test\pokellmon_vs_bot\opponent_meta\divyansh7877 - battle-gen8ou-172.html
18,11,11,0.0,"{'Weavile': {'base_form': 'Weavile', 'HP': 0}, 'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Melmetal': {'base_form': 'Melmetal', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}, 'Corviknight': {'base_form': 'Corviknight', 'HP': 0}}",battle_log_test\pokellmon_vs_bot\opponent_meta\divyansh7877 - battle-gen8ou-173.html
13,8,6,61.060416666666676,"{'Weavile': {'base_form': 'Weavile', 'HP': 0.648}, 'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0.015625}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Melmetal': {'base_form': 'Melmetal', 'HP': 1}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 1}, 'Corviknight': {'base_form': 'Corviknight', 'HP': 1}}",battle_log_test\pokellmon_vs_bot\opponent_meta\divyansh7877 - battle-gen8ou-174.html
16,12,8,21.130559950773556,"{'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}, 'Weavile': {'base_form': 'Weavile', 'HP': 0}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0.4661458333333333}, 'Melmetal': {'base_form': 'Melmetal', 'HP': 0.8016877637130801}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}, 'Kartana': {'base_form': 'Kartana', 'HP': 0}}",battle_log_test\pokellmon_vs_bot\opponent_meta\divyansh7877 - battle-gen8ou-175.html
19,12,12,10.76388888888889,"{'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0.052083333333333336}, 'Weavile': {'base_form': 'Weavile', 'HP': 0}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0.59375}, 'Melmetal': {'base_form': 'Melmetal', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}, 'Kartana': {'base_form': 'Kartana', 'HP': 0}}",battle_log_test\pokellmon_vs_bot\opponent_meta\divyansh7877 - battle-gen8ou-176.html
17,8,9,0.0,"{'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}, 'Weavile': {'base_form': 'Weavile', 'HP': 0}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Melmetal': {'base_form': 'Melmetal', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}, 'Kartana': {'base_form': 'Kartana', 'HP': 0}}",battle_log_test\pokellmon_vs_bot\opponent_meta\divyansh7877 - battle-gen8ou-177.html
19,13,11,9.114583333333332,"{'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}, 'Weavile': {'base_form': 'Weavile', 'HP': 0}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0.546875}, 'Melmetal': {'base_form': 'Melmetal', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}, 'Kartana': {'base_form': 'Kartana', 'HP': 0}}",battle_log_test\pokellmon_vs_bot\opponent_meta\divyansh7877 - battle-gen8ou-178.html
18,10,9,0.0,"{'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}, 'Weavile': {'base_form': 'Weavile', 'HP': 0}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Melmetal': {'base_form': 'Melmetal', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}, 'Kartana': {'base_form': 'Kartana', 'HP': 0}}",battle_log_test\pokellmon_vs_bot\opponent_meta\divyansh7877 - battle-gen8ou-179.html
