Turn Count,Attack Count,Switch Count,Average HP,Pokemons,File
18,14,5,0.0,"{'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Clefable': {'base_form': 'Clefable', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}, 'Excadrill': {'base_form': 'Excadrill', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Heatran': {'base_form': 'Heatran', 'HP': 0}}",battle_log\pokellmon_vs_bot\without_context\divyansh7877 - battle-gen8ou-36.html
29,25,5,0.0,"{'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Clefable': {'base_form': 'Clefable', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}, 'Excadrill': {'base_form': 'Excadrill', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Heatran': {'base_form': 'Heatran', 'HP': 0}}",battle_log\pokellmon_vs_bot\without_context\divyansh7877 - battle-gen8ou-37.html
22,18,5,0.0,"{'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Excadrill': {'base_form': 'Excadrill', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}, 'Togekiss': {'base_form': 'Togekiss', 'HP': 0}, 'Rotom-Wash': {'base_form': 'Rotom', 'HP': 0}}",battle_log\pokellmon_vs_bot\without_context\divyansh7877 - battle-gen8ou-38.html
27,25,5,0.0,"{'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Excadrill': {'base_form': 'Excadrill', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}, 'Togekiss': {'base_form': 'Togekiss', 'HP': 0}, 'Rotom-Wash': {'base_form': 'Rotom', 'HP': 0}}",battle_log\pokellmon_vs_bot\without_context\divyansh7877 - battle-gen8ou-39.html
23,21,5,6.813417190775682,"{'Dragapult': {'base_form': 'Dragapult', 'HP': 0.4088050314465409}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Excadrill': {'base_form': 'Excadrill', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}, 'Togekiss': {'base_form': 'Togekiss', 'HP': 0}, 'Rotom-Wash': {'base_form': 'Rotom', 'HP': 0}}",battle_log\pokellmon_vs_bot\without_context\divyansh7877 - battle-gen8ou-40.html
19,16,5,0.0,"{'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Excadrill': {'base_form': 'Excadrill', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}, 'Togekiss': {'base_form': 'Togekiss', 'HP': 0}, 'Rotom-Wash': {'base_form': 'Rotom', 'HP': 0}}",battle_log\pokellmon_vs_bot\without_context\divyansh7877 - battle-gen8ou-41.html
28,25,5,0.0,"{'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Excadrill': {'base_form': 'Excadrill', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}, 'Togekiss': {'base_form': 'Togekiss', 'HP': 0}, 'Rotom-Wash': {'base_form': 'Rotom', 'HP': 0}}",battle_log\pokellmon_vs_bot\without_context\divyansh7877 - battle-gen8ou-42.html
13,9,5,0.0,"{'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Clefable': {'base_form': 'Clefable', 'HP': 0}, 'Excadrill': {'base_form': 'Excadrill', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Corviknight': {'base_form': 'Corviknight', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}}",battle_log\pokellmon_vs_bot\without_context\divyansh7877 - battle-gen8ou-43.html
20,15,5,0.0,"{'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Clefable': {'base_form': 'Clefable', 'HP': 0}, 'Excadrill': {'base_form': 'Excadrill', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Corviknight': {'base_form': 'Corviknight', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}}",battle_log\pokellmon_vs_bot\without_context\divyansh7877 - battle-gen8ou-44.html
21,17,5,0.0,"{'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Clefable': {'base_form': 'Clefable', 'HP': 0}, 'Excadrill': {'base_form': 'Excadrill', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Corviknight': {'base_form': 'Corviknight', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}}",battle_log\pokellmon_vs_bot\without_context\divyansh7877 - battle-gen8ou-45.html
13,9,5,0.0,"{'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Clefable': {'base_form': 'Clefable', 'HP': 0}, 'Excadrill': {'base_form': 'Excadrill', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Corviknight': {'base_form': 'Corviknight', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}}",battle_log\pokellmon_vs_bot\without_context\divyansh7877 - battle-gen8ou-46.html
13,8,5,0.0,"{'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Clefable': {'base_form': 'Clefable', 'HP': 0}, 'Excadrill': {'base_form': 'Excadrill', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Corviknight': {'base_form': 'Corviknight', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}}",battle_log\pokellmon_vs_bot\without_context\divyansh7877 - battle-gen8ou-47.html
