Turn Count,Attack Count,Switch Count,Average HP,Pokemons,File
15,11,8,0.0,"{'Weavile': {'base_form': 'Weavile', 'HP': 0}, 'Skarmory': {'base_form': 'Skarmory', 'HP': 0}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Melmetal': {'base_form': 'Melmetal', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}, 'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}}",battle_log\pokellmon_vs_bot\with_context_gpt_4_turbo_5_9\divyansh7877 - battle-gen8ou-79.html
40,35,7,3.842315369261477,"{'Weavile': {'base_form': 'Weavile', 'HP': 0}, 'Skarmory': {'base_form': 'Skarmory', 'HP': 0.23053892215568864}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Melmetal': {'base_form': 'Melmetal', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}, 'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}}",battle_log\pokellmon_vs_bot\with_context_gpt_4_turbo_5_9\divyansh7877 - battle-gen8ou-80.html
17,9,9,0.0,"{'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}, 'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Clefable': {'base_form': 'Clefable', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Heatran': {'base_form': 'Heatran', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}}",battle_log\pokellmon_vs_bot\with_context_gpt_4_turbo_5_9\divyansh7877 - battle-gen8ou-81.html
23,18,6,2.5,"{'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0.15}, 'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Clefable': {'base_form': 'Clefable', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Heatran': {'base_form': 'Heatran', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}}",battle_log\pokellmon_vs_bot\with_context_gpt_4_turbo_5_9\divyansh7877 - battle-gen8ou-82.html
13,6,8,14.666666666666666,"{'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}, 'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Clefable': {'base_form': 'Clefable', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Heatran': {'base_form': 'Heatran', 'HP': 0.88}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}}",battle_log\pokellmon_vs_bot\with_context_gpt_4_turbo_5_9\divyansh7877 - battle-gen8ou-83.html
41,32,8,0.0,"{'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}, 'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Clefable': {'base_form': 'Clefable', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Heatran': {'base_form': 'Heatran', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}}",battle_log\pokellmon_vs_bot\with_context_gpt_4_turbo_5_9\divyansh7877 - battle-gen8ou-84.html
34,28,7,4.0,"{'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0.24}, 'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Clefable': {'base_form': 'Clefable', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Heatran': {'base_form': 'Heatran', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}}",battle_log\pokellmon_vs_bot\with_context_gpt_4_turbo_5_9\divyansh7877 - battle-gen8ou-85.html
18,16,5,53.73092706564927,"{'Weavile': {'base_form': 'Weavile', 'HP': 1}, 'Skarmory': {'base_form': 'Skarmory', 'HP': 1}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0.2402088772845953}, 'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}, 'Slowking-Galar': {'base_form': 'Slowking', 'HP': 0.13705583756345177}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0.8465909090909091}}",battle_log\pokellmon_vs_bot\with_context_gpt_4_turbo_5_9\divyansh7877 - battle-gen8ou-86.html
26,19,11,25.17757699057143,"{'Weavile': {'base_form': 'Weavile', 'HP': 0}, 'Skarmory': {'base_form': 'Skarmory', 'HP': 0.7215568862275449}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0.10443864229765012}, 'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}, 'Slowking-Galar': {'base_form': 'Slowking', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0.6846590909090909}}",battle_log\pokellmon_vs_bot\with_context_gpt_4_turbo_5_9\divyansh7877 - battle-gen8ou-87.html
20,16,8,12.97972237343495,"{'Weavile': {'base_form': 'Weavile', 'HP': 0}, 'Skarmory': {'base_form': 'Skarmory', 'HP': 0.06287425149700598}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}, 'Slowking-Galar': {'base_form': 'Slowking', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0.7159090909090909}}",battle_log\pokellmon_vs_bot\with_context_gpt_4_turbo_5_9\divyansh7877 - battle-gen8ou-88.html
12,6,11,0.0,"{'Weavile': {'base_form': 'Weavile', 'HP': 0}, 'Skarmory': {'base_form': 'Skarmory', 'HP': 0}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}, 'Slowking-Galar': {'base_form': 'Slowking', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}}",battle_log\pokellmon_vs_bot\with_context_gpt_4_turbo_5_9\divyansh7877 - battle-gen8ou-89.html
31,19,13,0.0,"{'Weavile': {'base_form': 'Weavile', 'HP': 0}, 'Skarmory': {'base_form': 'Skarmory', 'HP': 0}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}, 'Slowking-Galar': {'base_form': 'Slowking', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}}",battle_log\pokellmon_vs_bot\with_context_gpt_4_turbo_5_9\divyansh7877 - battle-gen8ou-90.html
12,9,6,62.59115131849208,"{'Weavile': {'base_form': 'Weavile', 'HP': 0.896414342629482}, 'Skarmory': {'base_form': 'Skarmory', 'HP': 0.3473053892215569}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0.5117493472584856}, 'Melmetal': {'base_form': 'Melmetal', 'HP': 1}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 1}, 'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0}}",battle_log\pokellmon_vs_bot\with_context_gpt_4_turbo_5_9\divyansh7877 - battle-gen8ou-97.html
22,13,12,24.07676809390623,"{'Weavile': {'base_form': 'Weavile', 'HP': 0}, 'Skarmory': {'base_form': 'Skarmory', 'HP': 0.811377245508982}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Melmetal': {'base_form': 'Melmetal', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}, 'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0.6332288401253918}}",battle_log\pokellmon_vs_bot\with_context_gpt_4_turbo_5_9\divyansh7877 - battle-gen8ou-98.html
19,14,9,25.72098108981566,"{'Weavile': {'base_form': 'Weavile', 'HP': 0}, 'Skarmory': {'base_form': 'Skarmory', 'HP': 1}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Melmetal': {'base_form': 'Melmetal', 'HP': 0.2109704641350211}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}, 'Landorus-Therian': {'base_form': 'Landorus', 'HP': 0.3322884012539185}}",battle_log\pokellmon_vs_bot\with_context_gpt_4_turbo_5_9\divyansh7877 - battle-gen8ou-99.html
