Turn Count,Attack Count,Switch Count,Average HP,Pokemons,File
49,45,7,0.0,"{'Gastrodon-East': {'base_form': 'Gastrodon', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}, 'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}}",battle_log_test\pokellmon_vs_bot\opponent_meta_no_context\divyansh7877 - battle-gen8ou-190.html
13,11,4,53.83806519453207,"{'Gastrodon-East': {'base_form': 'Gastrodon', 'HP': 1}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 1}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 1}, 'Dragapult': {'base_form': 'Dragapult', 'HP': 0.2302839116719243}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}}",battle_log_test\pokellmon_vs_bot\opponent_meta_no_context\divyansh7877 - battle-gen8ou-191.html
26,21,7,0.0,"{'Gastrodon-East': {'base_form': 'Gastrodon', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 0}, 'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}}",battle_log_test\pokellmon_vs_bot\opponent_meta_no_context\divyansh7877 - battle-gen8ou-192.html
16,12,7,40.35409035409036,"{'Gastrodon-East': {'base_form': 'Gastrodon', 'HP': 1}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0.42124542124542125}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 1}, 'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}}",battle_log_test\pokellmon_vs_bot\opponent_meta_no_context\divyansh7877 - battle-gen8ou-193.html
16,14,4,41.440138808559865,"{'Gastrodon-East': {'base_form': 'Gastrodon', 'HP': 1}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0.46886446886446886}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Ferrothorn': {'base_form': 'Ferrothorn', 'HP': 1}, 'Dragapult': {'base_form': 'Dragapult', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0.017543859649122806}}",battle_log_test\pokellmon_vs_bot\opponent_meta_no_context\divyansh7877 - battle-gen8ou-194.html
52,48,8,12.44131455399061,"{'Togekiss': {'base_form': 'Togekiss', 'HP': 0}, 'Gastrodon': {'base_form': 'Gastrodon', 'HP': 0.7464788732394366}, 'Excadrill': {'base_form': 'Excadrill', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 0}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}}",battle_log_test\pokellmon_vs_bot\opponent_meta_no_context\divyansh7877 - battle-gen8ou-195.html
15,12,5,58.62723403567996,"{'Togekiss': {'base_form': 'Togekiss', 'HP': 0.5481049562682215}, 'Gastrodon': {'base_form': 'Gastrodon', 'HP': 1}, 'Excadrill': {'base_form': 'Excadrill', 'HP': 0.9695290858725761}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 1}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}}",battle_log_test\pokellmon_vs_bot\opponent_meta_no_context\divyansh7877 - battle-gen8ou-196.html
19,14,7,23.708920187793424,"{'Togekiss': {'base_form': 'Togekiss', 'HP': 0}, 'Gastrodon': {'base_form': 'Gastrodon', 'HP': 0.4225352112676056}, 'Excadrill': {'base_form': 'Excadrill', 'HP': 0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 1}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}}",battle_log_test\pokellmon_vs_bot\opponent_meta_no_context\divyansh7877 - battle-gen8ou-197.html
16,12,5,66.66666666666666,"{'Togekiss': {'base_form': 'Togekiss', 'HP': 1}, 'Gastrodon': {'base_form': 'Gastrodon', 'HP': 1}, 'Excadrill': {'base_form': 'Excadrill', 'HP': 1.0}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 1}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}}",battle_log_test\pokellmon_vs_bot\opponent_meta_no_context\divyansh7877 - battle-gen8ou-198.html
15,11,6,48.98430286241921,"{'Togekiss': {'base_form': 'Togekiss', 'HP': 0}, 'Gastrodon': {'base_form': 'Gastrodon', 'HP': 1}, 'Excadrill': {'base_form': 'Excadrill', 'HP': 0.9390581717451524}, 'Toxapex': {'base_form': 'Toxapex', 'HP': 1}, 'Zapdos': {'base_form': 'Zapdos', 'HP': 0}, 'Tyranitar': {'base_form': 'Tyranitar', 'HP': 0}}",battle_log_test\pokellmon_vs_bot\opponent_meta_no_context\divyansh7877 - battle-gen8ou-199.html
